,Track Name,Artist,Streams,Genre
5168,We are Bulletproof : the Eternal,BTS,8222713,"['k-pop', 'k-pop boy group']"
5169,We're Good,Dua Lipa,175970502,"['pop', 'dance pop', 'uk pop']"
5170,Weak,AJR,211370741,"['modern rock', 'pop rap']"
5171,Weather the Storm (feat. Meek Mill & Lil Baby),DJ Khaled,1521724,"['southern hip hop', 'miami hip hop', 'hip hop', 'rap', 'trap', 'pop rap']"
5172,Week Without You,Miley Cyrus,528412,"['post-teen pop', 'pop', 'dance pop']"
5173,Weekend (feat. Miguel),Mac Miller,2164735,"['pittsburgh rap', 'rap', 'hip hop']"
5174,Weiss,Samra,4504990,['german hip hop']
5175,Welcome To The Party,Pop Smoke,719269,['brooklyn drill']
5176,"Welcome to the Party (with French Montana & Lil Pump, feat. Zhavia Ward) - from Deadpool 2",Diplo,26897467,"['pop dance', 'house', 'moombahton', 'pop', 'tropical house', 'dance pop', 'ninja', 'bmore', 'electro house', 'edm']"
5177,Wellerman - Sea Shanty,Nathan Evans,751622,"['kleine hoerspiel', 'german pop', 'shanty', 'german rock']"
5178,Wellerman - Sea Shanty / 220 KID x Billen Ted Remix,Nathan Evans,145457338,"['kleine hoerspiel', 'german pop', 'shanty', 'german rock']"
5179,Wells Fargo (with JID & EARTHGANG feat. Buddy & Guapdad 4000) - Interlude,Dreamville,1465237,"['underground hip hop', 'rap', 'hip hop']"
5180,Wenn die Sonne untergeht,Azet,731797,"['german hip hop', 'albanian hip hop']"
5181,West Coast,Imagine Dragons,1504271,"['modern rock', 'rock', 'pop']"
5182,West Coast Shit (feat. Tyga & Quavo),Pop Smoke,4790449,['brooklyn drill']
5183,What A Man Gotta Do,Jonas Brothers,171624554,"['pop', 'dance pop', 'boy band', 'post-teen pop', 'pop rock']"
5184,What A Time (feat. Niall Horan),Julia Michaels,4005690,"['alt z', 'electropop', 'pop', 'dance pop', 'post-teen pop']"
5185,What About Me (feat. Sosamann),Lil Wayne,19344033,"['hip hop', 'rap', 'new orleans rap', 'trap', 'pop rap']"
5186,What About Us,P!nk,245254353,"['post-teen pop', 'pop', 'dance pop']"
5187,What Am I,Why Don't We,22062387,"['pop', 'dance pop', 'boy band', 'post-teen pop', 'teen pop']"
5188,What Child Is This?/The Holly And The Ivy,Bing Crosby,1488568,"['adult standards', 'easy listening', 'swing', 'vocal jazz', 'lounge']"
5189,What Christmas Means To Me,Stevie Wonder,25119818,"['soul', 'motown', 'indie r&b', 'funk', 'quiet storm']"
5190,What Do I Know?,Ed Sheeran,94672770,"['pop', 'uk pop']"
5191,What Do You Mean?,Justin Bieber,18544015,"['post-teen pop', 'canadian pop', 'pop']"
5192,What I Like About You (feat. Theresa Rex),Jonas Blue,74267188,"['pop dance', 'pop', 'tropical house', 'dance pop', 'edm', 'uk dance']"
5193,What I Need (feat. Kehlani),Hayley Kiyoko,543128,"['indie poptimism', 'alt z', 'electropop', 'pop', 'dance pop', 'indie pop', 'post-teen pop']"
5194,What I've Done,Linkin Park,11224234,"['alternative metal', 'rap metal', 'post-grunge', 'nu metal']"
5195,What If I Told You That I Love You,Ali Gatie,125554404,"['canadian hip hop', 'pop']"
5196,What Ifs (feat. Lauren Alaina),Kane Brown,14779959,"['country road', 'contemporary country']"
5197,What It Feels Like,Nipsey Hussle,752993,"['southern hip hop', 'conscious hip hop', 'hip hop', 'rap', 'gangster rap', 'trap', 'pop rap']"
5198,What Lovers Do,Maroon 5,34780833,"['pop', 'pop rock']"
5199,What Lovers Do (feat. SZA),Maroon 5,614876123,"['pop', 'pop rock']"
5200,What Makes A Woman,Katy Perry,735289,"['post-teen pop', 'pop', 'dance pop']"
5201,What Makes You Beautiful,One Direction,631686,"['post-teen pop', 'pop', 'talent show', 'boy band']"
5202,What Other People Say,Sam Fischer,14288167,"['alt z', 'pop', 'dance pop', 'indie cafe pop', 'uk pop', 'post-teen pop', 'australian pop']"
5203,What That Speed Bout!?,Mike WiLL Made-It,817346,"['southern hip hop', 'hip hop', 'atl hip hop', 'rap', 'underground hip hop', 'trap', 'pop rap']"
5204,What The Price,Migos,1032038,"['trap', 'rap', 'atl hip hop', 'pop rap']"
5205,What They Say,Zara Larsson,474843,"['swedish pop', 'pop dance', 'electropop', 'pop', 'dance pop', 'scandipop', 'tropical house', 'swedish electropop', 'post-teen pop', 'edm']"
5206,What U Sayin' (feat. Smokepurpp),Lil Pump,591018,"['vapor trap', 'miami hip hop', 'social media pop', 'emo rap', 'rap', 'trap']"
5207,What Would I Change It To (feat. Aluna),Avicii,1038214,"['edm', 'pop dance', 'dance pop', 'pop']"
5208,What Would Meek Do?,Pusha T,3054903,"['southern hip hop', 'hip hop', 'gangster rap', 'rap', 'virginia hip hop', 'underground hip hop', 'trap', 'pop rap', 'alternative hip hop']"
5209,What You Been On,KSI,748084,['uk hip hop']
5210,What You Know Bout Love,Pop Smoke,521752674,['brooklyn drill']
5211,What You Need,Don Toliver,3334660,"['trap', 'rap']"
5212,What do you think?,Agust D,2143010,['k-rap']
5213,What in XXXTarnation,XXXTENTACION,605465,"['miami hip hop', 'emo rap']"
5214,What's Free (feat. Rick Ross & Jay Z),Meek Mill,4634118,"['southern hip hop', 'hip hop', 'rap', 'philly rap', 'trap', 'pop rap']"
5215,What's Love Got to Do with It,Kygo,37843997,"['pop dance', 'pop', 'tropical house', 'edm']"
5216,What's Luv,Shindy,721220,['german hip hop']
5217,What's the Move (feat. Lil Uzi Vert),Young Thug,2897256,"['hip hop', 'atl hip hop', 'melodic rap', 'rap', 'gangster rap', 'trap', 'atl trap', 'pop rap']"
5218,What's the Use?,Mac Miller,3832045,"['pittsburgh rap', 'rap', 'hip hop']"
5219,Whatever It Takes,Imagine Dragons,270348281,"['modern rock', 'rock', 'pop']"
5220,Whatever You Want,P!nk,1078464,"['post-teen pop', 'pop', 'dance pop']"
5221,"Whats Poppin (feat. DaBaby, Tory Lanez & Lil Wayne) [Remix] - Bonus Track",Jack Harlow,80475067,"['pop rap', 'rap', 'deep underground hip hop', 'kentucky hip hop']"
5222,What’s Crackin (feat. Takeoff),Pop Smoke,2225024,['brooklyn drill']
5223,What’s Next,Drake,125391064,"['hip hop', 'canadian pop', 'canadian hip hop', 'rap', 'toronto rap', 'pop rap']"
5224,Wheels on the Bus,Melanie Martinez,645850,"['alt z', 'electropop', 'pop', 'dance pop', 'modern rock']"
5225,When I Grow Up,NF,6372820,"['rap', 'pop rap', 'hip hop']"
5226,When I Look At You,Miley Cyrus,21512188,"['post-teen pop', 'pop', 'dance pop']"
5227,When I Was Young,MØ,560579,"['indie poptimism', 'danish pop', 'electropop', 'pop', 'tropical house', 'dance pop', 'art pop']"
5228,When I Was Your Man,Bruno Mars,7844793,"['post-teen pop', 'pop', 'dance pop']"
5229,When Love's Around (feat. Syd),ZAYN,786654,"['post-teen pop', 'pop', 'dance pop', 'uk pop']"
5230,When To Say When,Drake,6928391,"['hip hop', 'canadian pop', 'canadian hip hop', 'rap', 'toronto rap', 'pop rap']"
5231,When We Were Young,Adele,3594093,"['uk pop', 'pop', 'pop soul', 'british soul']"
5232,When You're Ready,Shawn Mendes,2165539,"['pop', 'dance pop', 'canadian pop', 'viral pop', 'post-teen pop']"
5233,Whenever (feat. Conor Maynard),Kris Kross Amsterdam,96333321,"['dutch pop', 'dutch house']"
5234,Where The Hood At,DMX,2380176,"['east coast hip hop', 'hip hop', 'hardcore hip hop', 'rap', 'gangster rap', 'pop rap']"
5235,Where This Flower Blooms (feat. Frank Ocean),"Tyler, The Creator",1167174,"['rap', 'hip hop']"
5236,Where U From,Huncho Jack,971896,"['southern hip hop', 'hip hop', 'melodic rap', 'rap', 'trap', 'pop rap']"
5237,Where Were You In The Morning?,Shawn Mendes,17014105,"['pop', 'dance pop', 'canadian pop', 'viral pop', 'post-teen pop']"
5238,Whine Up,Nicky Jam,168596581,"['latin hip hop', 'trap latino', 'reggaeton', 'latin']"
5239,Whip (feat. Travis Scott),2 Chainz,4421950,"['southern hip hop', 'hip hop', 'atl hip hop', 'rap', 'gangster rap', 'trap', 'pop rap']"
5240,Whippin (feat. Felix Snow),Kiiara,30248136,"['indie poptimism', 'alt z', 'electropop', 'pop', 'dance pop']"
5241,Whiskey (feat. A$AP Rocky),Maroon 5,1882357,"['pop', 'pop rock']"
5242,Whiskey’d My Way,Morgan Wallen,754490,['contemporary country']
5243,White Christmas,Bing Crosby,152125088,"['adult standards', 'easy listening', 'swing', 'vocal jazz', 'lounge']"
5244,White Christmas,Michael Bublé,2366598,"['adult standards', 'lounge', 'jazz pop', 'canadian pop']"
5245,White Christmas (with Shania Twain),Michael Bublé,28293427,"['adult standards', 'lounge', 'jazz pop', 'canadian pop']"
5246,"White Christmas - Spotify Singles - Holiday, Recorded at Air Studios, London",George Ezra,7879036,"['modern rock', 'pop', 'folk-pop', 'neo-singer-songwriter', 'pop rock']"
5247,White Dress,Lana Del Rey,4012863,"['pop', 'art pop']"
5248,White Horse (Taylor’s Version),Taylor Swift,5353387,"['post-teen pop', 'pop']"
5249,White Iverson,Post Malone,213479769,"['dfw rap', 'melodic rap', 'rap']"
5250,White Label,Nas,1344457,"['queens hip hop', 'conscious hip hop', 'east coast hip hop', 'hip hop', 'hardcore hip hop', 'rap', 'gangster rap']"
5251,White Mustang,Lana Del Rey,2214969,"['pop', 'art pop']"
5252,White Sand,Migos,6377885,"['trap', 'rap', 'atl hip hop', 'pop rap']"
5253,Who (feat. BTS),Lauv,9005610,"['post-teen pop', 'pop', 'dance pop', 'electropop']"
5254,Who Dat Boy (feat. A$AP Rocky),"Tyler, The Creator",8086959,"['rap', 'hip hop']"
5255,Who Do You Love,The Chainsmokers,218680839,"['pop dance', 'electropop', 'pop', 'tropical house', 'dance pop', 'edm']"
5256,Who Needs Love,Tory Lanez,2909402,"['canadian hip hop', 'r&b', 'melodic rap', 'rap', 'canadian trap', 'toronto rap', 'trap', 'pop rap']"
5257,Who Needs Love,Trippie Redd,11094939,"['trap', 'melodic rap', 'rap']"
5258,Who Shot Cupid?,Juice WRLD,1635929,"['melodic rap', 'chicago rap']"
5259,Who Want The Smoke?,Lil Yachty,1785919,"['hip hop', 'atl hip hop', 'melodic rap', 'rap', 'viral rap', 'underground hip hop', 'trap']"
5260,Who's Laughing Now,Ava Max,5412601,"['post-teen pop', 'pop', 'dance pop']"
5261,Whoopty,CJ,384379822,['nyc rap']
5262,Why,Sabrina Carpenter,28517270,"['alt z', 'electropop', 'pop', 'dance pop', 'viral pop', 'post-teen pop']"
5263,Why,Shawn Mendes,3798856,"['pop', 'dance pop', 'canadian pop', 'viral pop', 'post-teen pop']"
5264,Why Would I Stop?,Big Sean,873872,"['southern hip hop', 'detroit hip hop', 'hip hop', 'rap', 'trap', 'pop rap']"
5265,Why You No Love Me,John Mayer,868122,"['neo mellow', 'pop', 'singer-songwriter', 'pop rock']"
5266,Why'd You Only Call Me When You're High?,Arctic Monkeys,95600984,"['rock', 'garage rock', 'permanent wave', 'modern rock', 'sheffield indie']"
5267,Wie Buffon,MERO,823340,['german hip hop']
5268,Wieder Lila,Samra,23586629,['german hip hop']
5269,Wieso tust Du dir das an?,Apache 207,26777248,['german hip hop']
5270,Wiggle It (feat. City Girls),French Montana,759762,"['southern hip hop', 'hip hop', 'rap', 'gangster rap', 'trap', 'pop rap']"
5271,Wild At Heart,Lana Del Rey,939974,"['pop', 'art pop']"
5272,Wild Blue,John Mayer,942553,"['neo mellow', 'pop', 'singer-songwriter', 'pop rock']"
5273,Wild Life,OneRepublic,775546,"['piano rock', 'pop', 'dance pop', 'post-teen pop', 'pop rock']"
5274,Wild Love,James Bay,933223,"['neo mellow', 'pop', 'modern rock', 'pop rock']"
5275,Wild Side (feat. Cardi B),Normani,2411754,"['post-teen pop', 'r&b', 'pop', 'dance pop']"
5276,Wild Thoughts (feat. Rihanna & Bryson Tiller),DJ Khaled,502137933,"['southern hip hop', 'miami hip hop', 'hip hop', 'rap', 'trap', 'pop rap']"
5277,Wild Wild West (feat. Gunna),Offset,1633022,"['southern hip hop', 'hip hop', 'atl hip hop', 'rap', 'trap', 'pop rap']"
5278,Wildest Dreams,Taylor Swift,1898732,"['post-teen pop', 'pop']"
5279,Wildflower,5 Seconds of Summer,5632099,"['electropop', 'pop', 'dance pop', 'boy band', 'post-teen pop']"
5280,Wildflowers,Tom Petty,594154,"['heartland rock', 'rock', 'singer-songwriter', 'pop rock', 'folk rock', 'soft rock', 'roots rock', 'classic rock', 'mellow gold', 'album rock']"
5281,Will,Joyner Lucas,744963,"['rap', 'pop rap', 'boston hip hop', 'hip hop']"
5282,Window Pain - Outro,J. Cole,14694319,"['rap', 'conscious hip hop', 'north carolina hip hop', 'hip hop']"
5283,Wings,Mac Miller,823686,"['pittsburgh rap', 'rap', 'hip hop']"
5284,Winter Wonderland,Bing Crosby,16197678,"['adult standards', 'easy listening', 'swing', 'vocal jazz', 'lounge']"
5285,Winter Wonderland,Hannah Kerr,2632946,"['anthem worship', 'ccm', 'christian pop']"
5286,Winter Wonderland,Tony Bennett,30802337,"['adult standards', 'lounge', 'easy listening', 'vocal jazz']"
5287,Winter Wonderland - Remastered,Bing Crosby,3990148,"['adult standards', 'easy listening', 'swing', 'vocal jazz', 'lounge']"
5288,Wir sind Kral,Ufo361,5257182,"['german hip hop', 'german cloud rap']"
5289,Wir ticken,Capital Bra,13784193,['german hip hop']
5290,Wish - Trippie Mix,Diplo,1377277,"['pop dance', 'house', 'moombahton', 'pop', 'tropical house', 'dance pop', 'ninja', 'bmore', 'electro house', 'edm']"
5291,Wish Wish (feat. Cardi B & 21 Savage),DJ Khaled,13776791,"['southern hip hop', 'miami hip hop', 'hip hop', 'rap', 'trap', 'pop rap']"
5292,Wishing Well,Juice WRLD,403296794,"['melodic rap', 'chicago rap']"
5293,Wit It,Gunna,785070,"['hip hop', 'atl hip hop', 'melodic rap', 'rap', 'trap']"
5294,Without Me,Eminem,490719,"['rap', 'detroit hip hop', 'hip hop']"
5295,Without Me,Halsey,1164204310,"['indie poptimism', 'electropop', 'pop', 'dance pop', 'post-teen pop', 'etherpop']"
5296,Without Me (with Juice WRLD),Halsey,750487,"['indie poptimism', 'electropop', 'pop', 'dance pop', 'post-teen pop', 'etherpop']"
5297,Without You,Luke Combs,1570969,['contemporary country']
5298,Without You (feat. Sandro Cavazza),Avicii,325422497,"['edm', 'pop dance', 'dance pop', 'pop']"
5299,Witness,Katy Perry,1222560,"['post-teen pop', 'pop', 'dance pop']"
5300,Wizard Of Oz,Logic,6575701,"['conscious hip hop', 'hip hop', 'rap', 'pop rap', 'dmv rap']"
5301,Woah,Lil Baby,137791538,"['trap', 'atl trap', 'rap', 'atl hip hop']"
5302,Wolke 10,MERO,24623140,['german hip hop']
5303,Wolves,Selena Gomez,582792356,"['post-teen pop', 'pop', 'dance pop']"
5304,Wolves (feat. Post Malone),Big Sean,50954446,"['southern hip hop', 'detroit hip hop', 'hip hop', 'rap', 'trap', 'pop rap']"
5305,Woman,Harry Styles,5693060,"['post-teen pop', 'pop']"
5306,Woman,Kesha,793271,"['post-teen pop', 'pop', 'dance pop', 'electropop']"
5307,Woman (feat. The Dap-Kings Horns),Kesha,520450,"['post-teen pop', 'pop', 'dance pop', 'electropop']"
5308,Woman Like Me (feat. Nicki Minaj),Little Mix,143876035,"['girl group', 'pop', 'dance pop', 'talent show', 'uk pop', 'post-teen pop']"
5309,Won't Be Late (feat. Drake),Swae Lee,23068287,"['trap', 'melodic rap']"
5310,Wonder,Shawn Mendes,228970920,"['pop', 'dance pop', 'canadian pop', 'viral pop', 'post-teen pop']"
5311,Wonderful Christmastime - Edited Version / Remastered 2011,Paul McCartney,49583843,"['rock', 'art rock', 'folk rock', 'soft rock', 'beatlesque', 'classic rock', 'mellow gold', 'album rock']"
5312,Wonderful Christmastime - Remastered 2011 / Edited Version,Paul McCartney,23951120,"['rock', 'art rock', 'folk rock', 'soft rock', 'beatlesque', 'classic rock', 'mellow gold', 'album rock']"
5313,Wonderful Christmastime [Edited Version] - Remastered 2011 / Edited Version,Paul McCartney,108725053,"['rock', 'art rock', 'folk rock', 'soft rock', 'beatlesque', 'classic rock', 'mellow gold', 'album rock']"
5314,Wonderful Dream (Holidays Are Coming) - Radio Version,Melanie Thornton,6208190,"['girl group', 'schlager', 'europop', 'german rock', 'bubblegum dance', 'german pop']"
5315,Wonderin’ Bout The Wind,Morgan Wallen,730364,['contemporary country']
5316,Wonderwall,Oasis,2163597,"['rock', 'britpop', 'permanent wave', 'madchester', 'beatlesque']"
5317,Wonderwall - Remastered,Oasis,408149258,"['rock', 'britpop', 'permanent wave', 'madchester', 'beatlesque']"
5318,Woo Baby (feat. Chris Brown),Pop Smoke,2858732,['brooklyn drill']
5319,Woodlawn,Aminé,761730,"['portland hip hop', 'hip hop', 'rap', 'underground hip hop', 'pop rap']"
5320,Woods,Mac Miller,8206216,"['pittsburgh rap', 'rap', 'hip hop']"
5321,Word On The Street,Lil Baby,779116,"['trap', 'atl trap', 'rap', 'atl hip hop']"
5322,Work,Rihanna,48096919,"['barbadian pop', 'pop', 'dance pop', 'urban contemporary', 'post-teen pop']"
5323,Work Hard,Migos,729297,"['trap', 'rap', 'atl hip hop', 'pop rap']"
5324,Work Out,Chance the Rapper,2043417,"['conscious hip hop', 'chicago rap', 'hip hop', 'rap', 'pop rap']"
5325,Work from Home (feat. Ty Dolla $ign),Fifth Harmony,116594767,"['girl group', 'pop', 'dance pop', 'talent show', 'post-teen pop']"
5326,World Gone Mad,Bastille,524915,"['metropopolis', 'pop', 'tropical house', 'modern rock', 'pop rock']"
5327,World Is Yours (Lil Baby & Gunna),Gunna,903590,"['hip hop', 'atl hip hop', 'melodic rap', 'rap', 'trap']"
5328,Worry About Me (feat. blackbear),Ellie Goulding,864889,"['metropopolis', 'electropop', 'pop', 'dance pop', 'indietronica', 'uk pop', 'post-teen pop', 'edm']"
5329,Worry No More (feat. Lil Yachty & Santigold),Diplo,574479,"['pop dance', 'house', 'moombahton', 'pop', 'tropical house', 'dance pop', 'ninja', 'bmore', 'electro house', 'edm']"
5330,Worst In Me,Julia Michaels,571769,"['alt z', 'electropop', 'pop', 'dance pop', 'post-teen pop']"
5331,Would I Lie to You - Radio Edit,David Guetta,4721678,"['pop dance', 'pop', 'dance pop', 'big room', 'edm']"
5332,Would You Ever,Skrillex,78161554,"['pop dance', 'complextro', 'electro', 'edm', 'brostep']"
5333,Wouldn't Leave,Kanye West,21028429,"['rap', 'chicago rap']"
5334,Wow.,Post Malone,942911527,"['dfw rap', 'melodic rap', 'rap']"
5335,Wow. - Remix,Post Malone,27796050,"['dfw rap', 'melodic rap', 'rap']"
5336,Wrapped in Red,Kelly Clarkson,874193,"['neo mellow', 'pop', 'dance pop', 'talent show', 'post-teen pop', 'pop rock']"
5337,Wrecked,Imagine Dragons,11984010,"['modern rock', 'rock', 'pop']"
5338,Writer In The Dark,Lorde,2648188,"['metropopolis', 'electropop', 'pop', 'dance pop', 'nz pop', 'art pop', 'post-teen pop']"
5339,Writing on the Wall (feat. Post Malone & Cardi B),French Montana,39626507,"['southern hip hop', 'hip hop', 'rap', 'gangster rap', 'trap', 'pop rap']"
5340,"Writing on the Wall (feat. Post Malone, Cardi B & Rvssian)",French Montana,7280134,"['southern hip hop', 'hip hop', 'rap', 'gangster rap', 'trap', 'pop rap']"
5341,Wrong Direction,Hailee Steinfeld,677077,"['post-teen pop', 'pop', 'dance pop']"
5342,"Wu Tang Forever (ft. Ghostface Killah, Raekwon, RZA, Method Man, Inspectah Deck, Cappadonna, Jackpot Scotty Wotty, U-God, Masta Killa, GZA)",Logic,2395976,"['conscious hip hop', 'hip hop', 'rap', 'pop rap', 'dmv rap']"
5343,X,Lil Uzi Vert,9974252,"['rap', 'trap', 'melodic rap', 'philly rap']"
5344,X,Nicky Jam,476282186,"['latin hip hop', 'trap latino', 'reggaeton', 'latin']"
5345,X (feat. Future),21 Savage,63914572,"['trap', 'rap', 'atl hip hop', 'hip hop']"
5346,X (feat. Maluma & Ozuna) - Remix,Nicky Jam,131775006,"['latin hip hop', 'trap latino', 'reggaeton', 'latin']"
5347,X (with 2 Chainz & Saudi),ScHoolboy Q,54134481,"['southern hip hop', 'hip hop', 'rap', 'gangster rap', 'underground hip hop', 'trap', 'pop rap']"
5348,X (with KAROL G),Jonas Brothers,11094298,"['pop', 'dance pop', 'boy band', 'post-teen pop', 'pop rock']"
5349,X Gon' Give It To Ya,DMX,7985501,"['east coast hip hop', 'hip hop', 'hardcore hip hop', 'rap', 'gangster rap', 'pop rap']"
5350,XNX,Sfera Ebbasta,563811,"['trap italiana', 'italian hip hop', 'italian pop']"
5351,XO TOUR Llif3,Lil Uzi Vert,333820837,"['rap', 'trap', 'melodic rap', 'philly rap']"
5352,XO Tour Llif3,Lil Uzi Vert,718143473,"['rap', 'trap', 'melodic rap', 'philly rap']"
5353,XXL,DaBaby,1652742,"['rap', 'north carolina hip hop']"
5354,XXL,Miksu / Macloud,6104892,['german hip hop']
5355,XXX. FEAT. U2.,Kendrick Lamar,45351616,"['west coast rap', 'rap', 'conscious hip hop', 'hip hop']"
5356,XanaX Damage,Future,832656,"['southern hip hop', 'atl hip hop', 'rap', 'trap', 'pop rap']"
5357,Xerecard,Jeff Costa,1520569,"['funk carioca', 'brega funk', 'forro']"
5358,YAH.,Kendrick Lamar,41183522,"['west coast rap', 'rap', 'conscious hip hop', 'hip hop']"
5359,YAYA,6ix9ine,7976182,"['rap', 'emo rap']"
5360,YEAH RIGHT,Joji,1301118,"['alternative r&b', 'viral pop']"
5361,YELL OH,Trippie Redd,1730738,"['trap', 'melodic rap', 'rap']"
5362,YO LE LLEGO,J Balvin,5624975,"['trap latino', 'reggaeton', 'reggaeton colombiano', 'latin']"
5363,YO VISTO ASÍ,Bad Bunny,34477505,"['trap latino', 'reggaeton', 'latin']"
5364,YOSEMITE,Travis Scott,155087510,"['slap house', 'rap']"
5365,YOSHI (feat. Fabri Fibra) - prod. Strage,MACHETE,11854781,"['trap italiana', 'italian hip hop']"
5366,YSIV,Logic,1542023,"['conscious hip hop', 'hip hop', 'rap', 'pop rap', 'dmv rap']"
5367,Ya No Tiene Novio,Sebastian Yatra,164798697,"['reggaeton', 'colombian pop', 'reggaeton colombiano', 'latin']"
5368,Ya Salame,Luciano,3667155,"['german hip hop', 'german drill']"
5369,Yacht Club (feat. Juice WRLD),Lil Yachty,1887040,"['hip hop', 'atl hip hop', 'melodic rap', 'rap', 'viral rap', 'underground hip hop', 'trap']"
5370,"Yah Yah (feat. Royce Da 5'9"", Black Thought, Q-Tip & Denaun)",Eminem,9329598,"['rap', 'detroit hip hop', 'hip hop']"
5371,Yallah Goodbye (feat. Gringo),Summer Cem,1362147,['german hip hop']
5372,Ye vs. the People (starring TI as the People),Kanye West,4511152,"['rap', 'chicago rap']"
5373,Yea Yea,Pop Smoke,7112419,['brooklyn drill']
5374,Yeah,Luciano,679268,"['german hip hop', 'german drill']"
5375,Yeah! (feat. Lil Jon & Ludacris),Usher,819014,"['south carolina hip hop', 'pop', 'dance pop', 'atl hip hop', 'r&b', 'urban contemporary']"
5376,Years Go By,Bryson Tiller,1283845,"['pop', 'kentucky hip hop', 'r&b', 'rap', 'trap', 'pop rap']"
5377,Yellow,Coldplay,128617012,"['permanent wave', 'pop']"
5378,Yellow Hearts,Ant Saunders,112303338,"['pop', 'chill r&b']"
5379,Yes Indeed,Lil Baby,290349656,"['trap', 'atl trap', 'rap', 'atl hip hop']"
5380,Yessirskiii,Lil Uzi Vert,8175677,"['rap', 'trap', 'melodic rap', 'philly rap']"
5381,Yesterday,Imagine Dragons,1084320,"['modern rock', 'rock', 'pop']"
5382,Yikes,Kanye West,52285353,"['rap', 'chicago rap']"
5383,Yikes,Nicki Minaj,5900181,"['queens hip hop', 'pop', 'dance pop', 'post-teen pop', 'pop rap', 'hip pop']"
5384,Yo Perreo Sola,Bad Bunny,340177318,"['trap latino', 'reggaeton', 'latin']"
5385,"Yo x Ti, Tu x Mi",ROSALÍA,242823702,['r&b en espanol']
5386,Yonaguni,Bad Bunny,67027174,"['trap latino', 'reggaeton', 'latin']"
5387,You,Regard,30653138,"['pop dance', 'pop edm', 'dance pop', 'tropical house', 'slap house', 'edm']"
5388,You & Me,Marc E. Bassy,7393811,"['electropop', 'pop', 'r&b', 'rap', 'pop rap']"
5389,You (with Marshmello & Vance Joy),benny blanco,12580090,"['electropop', 'pop', 'pop dance', 'pop rap']"
5390,You All Over Me (feat. Maren Morris) (Taylor’s Version) (From The Vault),Taylor Swift,23926807,"['post-teen pop', 'pop']"
5391,You Are The Reason,Calum Scott,17138730,"['neo mellow', 'pop', 'indie cafe pop', 'viral pop']"
5392,You Be Love (feat. Billy Raffoul),Avicii,6330161,"['edm', 'pop dance', 'dance pop', 'pop']"
5393,You Belong With Me (Taylor’s Version),Taylor Swift,9178902,"['post-teen pop', 'pop']"
5394,You Better Move,Lil Uzi Vert,9596524,"['rap', 'trap', 'melodic rap', 'philly rap']"
5395,You Can Cry,Marshmello,6492193,"['pop dance', 'pop', 'progressive electro house', 'edm', 'brostep']"
5396,You Da Baddest (feat. Nicki Minaj),Future,1309650,"['southern hip hop', 'atl hip hop', 'rap', 'trap', 'pop rap']"
5397,You Deserve Better,James Arthur,675557,"['post-teen pop', 'pop', 'talent show', 'uk pop']"
5398,You Don't Do It For Me Anymore,Demi Lovato,647880,"['post-teen pop', 'pop', 'dance pop']"
5399,You Don't Know How It Feels,Tom Petty,650401,"['heartland rock', 'rock', 'singer-songwriter', 'pop rock', 'folk rock', 'soft rock', 'roots rock', 'classic rock', 'mellow gold', 'album rock']"
